uporabnik,tekma,rez_dom,rez_gos,tocke,gol_razlika
3,3058878,5,1,2,3
4,3058878,1,1,0,1
5,3058878,0,2,0,3
3,3058879,0,1,0,5
4,3058879,0,1,0,5
5,3058879,1,2,0,5
3,3058880,3,1,2,2
5,3058880,0,1,0,5
1,3058881,0,3,0,3
3,3058881,2,0,0,2
4,3058881,2,2,3,0
5,3058881,2,2,3,0
1,3058882,0,3,0,4
3,3058882,2,1,3,0
4,3058882,2,1,3,0
5,3058882,1,3,0,3
1,3058883,2,3,3,0
2,3058883,0,0,0,1
3,3058883,5,1,0,5
4,3058883,1,2,5,0
5,3058883,2,2,0,1
1,3058884,2,2,0,2
2,3058884,1,1,0,2
4,3058884,1,0,2,1
1,3058885,1,2,0,2
2,3058885,2,1,5,0
3,3058885,2,0,2,1
5,3058885,2,1,5,0
1,3058886,1,3,0,4
2,3058886,4,0,2,2
3,3058886,2,2,0,2
4,3058886,1,1,0,2
5,3058886,1,0,2,1
1,3058887,2,2,0,1
2,3058887,1,0,0,2
3,3058887,2,2,0,1
5,3058887,0,2,2,1
1,3058888,2,1,5,0
2,3058888,3,0,2,2
3,3058888,3,1,2,1
4,3058888,1,1,0,1
1,3058889,2,0,0,2
4,3058889,1,1,3,0
5,3058889,0,3,0,3
1,3058890,4,2,3,0
2,3058890,3,1,3,0
4,3058890,1,3,0,4
5,3058890,0,1,0,3
1,3058891,3,1,0,2
2,3058891,1,2,0,1
3,3058891,2,3,0,1
1,3058892,2,4,0,2
3,3058892,2,3,0,1
5,3058892,0,3,0,3
1,3058893,2,2,0,3
2,3058893,1,0,0,4
5,3058893,3,1,0,5
2,3058894,2,2,0,1
3,3058894,2,2,0,1
4,3058894,1,0,0,2
5,3058894,2,0,0,3
1,3058895,0,2,0,4
2,3058895,0,1,0,3
3,3058895,2,2,0,2
4,3058895,0,0,0,2
5,3058895,2,0,5,0
1,3058896,1,0,5,0
2,3058896,1,0,5,0
4,3058896,2,1,3,0
5,3058896,1,0,5,0
2,3058897,2,1,3,0
5,3058897,2,0,2,1
1,3058898,2,1,2,1
2,3058898,3,1,5,0
4,3058898,2,1,2,1
5,3058898,0,2,0,4
2,3058899,1,2,0,2
3,3058899,1,0,5,0
4,3058899,3,0,2,2
5,3058899,0,2,0,3
2,3058900,1,1,0,2
3,3058900,1,1,0,2
1,3058901,0,0,5,0
2,3058901,3,2,0,1
3,3058901,1,2,0,1
1,3058902,2,2,0,1
3,3058902,1,2,3,0
4,3058902,3,3,0,1
1,3058903,0,2,0,3
2,3058903,3,1,2,1
4,3058903,2,0,2,1
5,3058903,4,1,2,2
1,3058904,3,1,2,1
2,3058904,1,3,0,3
3,3058904,0,3,0,4
4,3058904,2,1,3,0
1,3058905,0,1,5,0
2,3058905,0,0,0,1
3,3058905,5,2,0,4
4,3058905,1,0,0,2
5,3058905,0,1,5,0
1,3058906,2,1,2,1
2,3058906,1,2,0,3
3,3058906,1,0,2,1
4,3058906,0,2,0,4
5,3058906,1,1,0,2
1,3058907,0,2,0,4
3,3058907,0,0,0,2
5,3058907,2,2,0,2
1,3058908,0,1,0,4
2,3058908,1,3,0,5
3,3058908,0,1,0,4
5,3058908,0,1,0,4
1,3058909,5,1,2,2
2,3058909,2,1,2,1
3,3058909,1,0,2,1
4,3058909,2,2,0,2
5,3058909,0,1,0,3
1,3058910,2,4,0,2
2,3058910,1,0,0,1
3,3058910,0,1,0,1
5,3058910,5,2,0,3
1,3058911,0,5,0,8
2,3058911,2,2,0,3
3,3058911,0,1,0,4
1,3058912,1,2,0,5
2,3058912,1,2,0,5
3,3058912,0,1,0,5
4,3058912,2,2,0,4
5,3058912,1,2,0,5
3,3058913,1,1,0,1
4,3058913,4,1,2,2
5,3058913,2,1,5,0
1,3058914,4,2,2,1
2,3058914,1,0,3,0
3,3058914,0,1,0,2
4,3058914,1,1,0,1
5,3058914,1,1,0,1
1,3058915,0,2,0,4
2,3058915,0,2,0,4
3,3058915,0,1,0,3
4,3058915,1,2,0,3
5,3058915,2,1,2,1
2,3058916,1,2,0,1
3,3058916,4,0,0,4
5,3058916,1,0,0,1
1,3058917,1,1,0,5
3,3058917,1,1,0,5
4,3058917,3,2,2,4
1,3058918,5,3,0,3
2,3058918,5,3,0,3
3,3058918,3,1,0,3
4,3058918,2,1,0,2
5,3058918,2,3,3,0
1,3058919,0,1,0,1
2,3058919,1,1,5,0
3,3058919,1,0,0,1
4,3058919,0,0,3,0
5,3058919,2,1,0,1
1,3058920,2,1,0,2
2,3058920,0,0,0,1
4,3058920,1,2,3,0
5,3058920,1,2,3,0
1,3058921,2,3,3,0
4,3058921,2,2,0,1
5,3058921,0,2,2,1
1,3058922,1,0,0,2
2,3058922,1,0,0,2
3,3058922,1,1,0,1
5,3058922,0,0,0,1
1,3058923,1,2,5,0
2,3058923,0,2,2,1
3,3058923,0,1,3,0
5,3058923,1,0,0,2
1,3058924,0,1,0,3
2,3058924,0,1,0,3
3,3058924,1,0,2,1
4,3058924,2,2,0,2
5,3058924,0,2,0,4
1,3058925,1,2,0,3
3,3058925,2,1,2,1
4,3058925,2,1,2,1
1,3058926,1,0,0,1
2,3058926,0,2,0,2
3,3058926,0,0,5,0
4,3058926,1,2,0,1
5,3058926,2,1,0,1
3,3058927,3,1,0,2
3,3058928,2,2,3,0
4,3058928,2,0,0,2
2,3058929,2,0,2,1
3,3058929,1,4,0,6
5,3058929,0,0,0,3
1,3058930,3,1,2,1
2,3058930,5,0,2,2
3,3058930,1,2,0,4
4,3058930,2,2,0,3
5,3058930,4,1,3,0
1,3058931,3,2,3,0
2,3058931,1,1,0,1
3,3058931,1,3,0,3
4,3058931,0,1,0,2
5,3058931,3,0,2,2
2,3058932,3,2,2,1
5,3058932,3,2,2,1
2,3058933,0,3,0,6
3,3058933,4,2,2,1
4,3058933,3,0,3,0
5,3058933,2,2,0,3
1,3058934,1,0,0,2
2,3058934,0,0,0,1
3,3058934,0,2,2,1
4,3058934,2,1,0,2
5,3058934,0,1,3,0
1,3058935,1,2,2,3
2,3058935,0,1,2,3
3,3058935,3,0,0,7
4,3058935,2,2,0,4
5,3058935,0,0,0,4
1,3058936,2,2,3,0
2,3058936,3,0,0,3
3,3058936,1,1,3,0
4,3058936,2,2,3,0
5,3058936,0,1,0,1
2,3058937,2,1,2,1
3,3058937,2,1,2,1
4,3058937,1,1,0,2
5,3058937,1,2,0,3
2,3058938,5,0,0,5
3,3058938,3,3,3,0
4,3058938,1,3,0,2
5,3058938,1,1,5,0
1,3058939,2,2,0,2
2,3058939,0,1,0,3
3,3058939,2,0,5,0
4,3058939,2,2,0,2
5,3058939,0,2,0,4
1,3058940,1,2,0,2
2,3058940,1,0,3,0
3,3058940,3,1,2,1
4,3058940,2,3,0,2
2,3058941,1,0,0,3
3,3058941,1,3,3,0
4,3058941,3,1,0,4
2,3058942,0,1,0,1
3,3058942,0,0,3,0
4,3058942,1,0,0,1
5,3058942,2,3,0,1
1,3058943,1,0,0,1
2,3058943,3,0,0,3
3,3058943,2,1,0,1
4,3058943,3,2,0,1
5,3058943,1,0,0,1
2,3058944,1,1,0,1
3,3058944,2,1,0,2
5,3058944,2,1,0,2
1,3058945,3,0,2,2
2,3058945,4,1,2,2
4,3058945,4,1,2,2
5,3058945,2,2,0,1
1,3058946,1,0,0,2
2,3058946,1,3,2,1
3,3058946,2,3,3,0
5,3058946,4,1,0,4
2,3058947,0,2,0,4
3,3058947,3,3,0,2
4,3058947,0,2,0,4
5,3058947,2,1,2,1
2,3058948,3,2,0,3
3,3058948,3,0,0,5
5,3058948,1,1,0,2
2,3058949,1,2,3,0
3,3058949,2,1,0,2
4,3058949,0,1,5,0
5,3058949,2,0,0,3
1,3058950,1,0,0,2
2,3058950,0,2,2,1
3,3058950,2,0,0,3
1,3058951,0,3,0,5
2,3058951,2,2,0,2
3,3058951,0,3,0,5
4,3058951,0,2,0,4
2,3058952,0,0,0,1
3,3058952,0,2,2,1
5,3058952,2,3,3,0
1,3058953,1,1,3,0
2,3058953,1,1,3,0
3,3058953,4,2,0,2
4,3058953,0,0,5,0
1,3058954,1,2,2,1
2,3058954,1,2,2,1
3,3058954,2,0,0,4
4,3058954,2,1,0,3
5,3058954,0,0,0,2
1,3058955,2,2,0,4
2,3058955,1,2,0,5
3,3058955,1,3,0,6
4,3058955,2,0,2,2
1,3058956,1,1,0,1
2,3058956,4,1,0,4
3,3058956,5,1,0,5
4,3058956,1,2,5,0
1,3058957,1,2,0,4
2,3058957,0,1,0,4
3,3058957,1,1,0,3
1,3058958,0,0,0,1
2,3058958,1,2,0,2
4,3058958,1,2,0,2
1,3058959,0,1,0,2
2,3058959,6,1,2,4
3,3058959,0,0,0,1
4,3058959,1,3,0,3
1,3058960,1,0,2,2
2,3058960,0,0,0,3
3,3058960,2,1,2,2
4,3058960,1,4,0,6
1,3058961,1,0,3,0
2,3058961,1,0,3,0
3,3058961,3,1,2,1
4,3058961,2,2,0,1
5,3058961,0,0,0,1
2,3058962,3,1,0,3
3,3058962,0,3,2,2
4,3058962,0,1,5,0
5,3058962,3,3,0,1
2,3058963,2,2,0,3
3,3058963,1,0,2,2
4,3058963,1,0,2,2
5,3058963,3,6,0,6
1,3058964,2,0,2,1
3,3058964,3,2,5,0
4,3058964,2,2,0,1
5,3058964,2,2,0,1
1,3058965,2,2,0,2
2,3058965,2,3,2,1
3,3058965,2,2,0,2
4,3058965,0,3,2,1
5,3058965,1,1,0,2
2,3058966,3,2,0,1
4,3058966,1,1,5,0
2,3058967,0,0,0,2
3,3058967,2,1,2,1
4,3058967,1,2,0,3
5,3058967,0,1,0,3
1,3058968,2,1,0,1
2,3058968,0,0,5,0
4,3058968,2,2,3,0
5,3058968,0,1,0,1
1,3058969,3,0,0,3
2,3058969,2,2,3,0
3,3058969,0,0,5,0
4,3058969,0,2,0,2
5,3058969,2,1,0,1
4,3058970,1,1,5,0
1,3058971,0,1,0,1
2,3058971,0,0,5,0
3,3058971,1,0,0,1
1,3058972,3,1,3,0
2,3058972,2,2,0,2
3,3058972,1,2,0,3
4,3058972,3,1,3,0
5,3058972,1,0,2,1
1,3058973,0,2,0,2
2,3058973,2,0,0,2
3,3058973,0,0,3,0
4,3058973,3,0,0,3
5,3058973,1,4,0,3
1,3058974,1,1,3,0
2,3058974,3,1,0,2
3,3058974,0,1,0,1
4,3058974,1,2,0,1
5,3058974,2,0,0,2
1,3058975,2,1,2,1
2,3058975,3,0,2,1
3,3058975,1,2,0,3
4,3058975,1,3,0,4
5,3058975,1,1,0,2
2,3058976,3,4,3,0
3,3058976,0,0,0,1
4,3058976,1,3,2,1
2,3058977,2,2,5,0
5,3058977,1,2,0,1
2,3058978,1,0,0,2
3,3058978,1,0,0,2
4,3058978,0,2,2,1
5,3058978,2,0,0,3
1,3058979,2,2,3,0
3,3058979,1,1,5,0
4,3058979,1,2,0,1
5,3058979,2,3,0,1
2,3058980,3,2,2,2
3,3058980,3,3,0,3
4,3058980,4,1,5,0
1,3058981,3,2,0,2
2,3058981,0,3,2,2
3,3058981,0,2,2,1
4,3058981,2,1,0,2
5,3058981,2,1,0,2
1,3058982,0,1,0,4
2,3058982,0,2,0,5
1,3058983,0,0,0,2
2,3058983,0,0,0,2
3,3058983,1,0,2,1
1,3058984,1,1,0,2
2,3058984,2,3,0,3
2,3058985,1,3,3,0
3,3058985,0,2,5,0
5,3058985,0,0,0,2
1,3058986,3,3,0,1
2,3058986,3,1,0,3
3,3058986,1,0,0,2
4,3058986,1,3,2,1
5,3058986,0,0,0,1
1,3058987,3,0,0,3
2,3058987,1,2,0,1
3,3058987,2,1,0,1
4,3058987,0,1,0,1
5,3058987,0,2,0,2
1,3058988,0,1,0,2
2,3058988,1,2,0,2
3,3058988,1,0,5,0
4,3058988,0,1,0,2
1,3058989,0,0,3,0
2,3058989,1,0,0,1
5,3058989,1,1,5,0
1,3058990,1,1,5,0
3,3058990,2,3,0,1
4,3058990,3,0,0,3
2,3058991,2,2,0,1
3,3058991,1,1,0,1
4,3058991,4,3,3,0
5,3058991,2,1,5,0
2,3058992,1,0,0,1
3,3058992,2,0,0,2
4,3058992,1,0,0,1
5,3058992,2,0,0,2
1,3058993,0,2,0,2
2,3058993,2,0,0,2
1,3058994,1,2,2,2
2,3058994,0,1,2,2
3,3058994,2,3,2,2
5,3058994,2,3,2,2
1,3058995,2,1,3,0
2,3058995,0,2,0,3
3,3058995,2,0,2,1
4,3058995,1,3,0,3
5,3058995,2,1,3,0
1,3058996,0,1,3,0
2,3058996,0,0,0,1
3,3058996,0,3,2,2
4,3058996,2,1,0,2
5,3058996,0,1,3,0
1,3058997,2,3,0,1
2,3058997,0,2,0,2
3,3058997,0,1,0,1
4,3058997,1,2,0,1
5,3058997,2,0,0,2
1,3058998,0,0,0,1
2,3058998,1,0,5,0
3,3058998,1,2,0,2
4,3058998,1,0,5,0
1,3058999,1,0,0,1
3,3058999,0,2,0,2
4,3058999,1,1,3,0
5,3058999,4,3,0,1
1,3059000,4,3,0,1
2,3059000,1,2,0,1
3,3059000,3,3,3,0
4,3059000,1,1,5,0
5,3059000,1,2,0,1
1,3059001,1,0,5,0
4,3059001,1,0,5,0
5,3059001,3,3,0,1
1,3059002,2,3,0,4
2,3059002,0,0,0,3
4,3059002,1,1,0,3
5,3059002,0,3,0,6
2,3059003,0,2,0,4
3,3059003,1,2,0,3
5,3059003,1,0,2,1
1,3059004,2,1,0,4
2,3059004,2,0,0,5
3,3059004,4,1,0,6
5,3059004,2,1,0,4
1,3059005,2,0,0,3
3,3059005,1,1,0,1
4,3059005,1,1,0,1
5,3059005,2,2,0,1
2,3059006,3,0,3,0
4,3059006,2,1,2,2
5,3059006,2,2,0,3
1,3059007,0,0,5,0
2,3059007,1,0,0,1
3,3059007,2,2,3,0
4,3059007,1,0,0,1
1,3059008,1,3,0,3
5,3059008,5,2,2,2
2,3059009,2,4,2,1
4,3059009,2,1,0,2
5,3059009,1,1,0,1
1,3059010,2,1,0,2
3,3059010,3,0,0,4
4,3059010,0,0,0,1
5,3059010,0,4,2,3
2,3059011,0,1,0,1
3,3059011,1,0,0,1
4,3059011,3,2,0,1
1,3059012,3,1,0,2
3,3059012,0,0,5,0
4,3059012,3,0,0,3
5,3059012,3,1,0,2
1,3059013,1,2,0,1
2,3059013,2,2,3,0
3,3059013,2,0,0,2
5,3059013,2,0,0,2
1,3059014,3,1,2,1
2,3059014,3,2,3,0
3,3059014,2,3,0,2
4,3059014,0,1,0,2
5,3059014,3,0,2,2
1,3059015,3,2,2,1
2,3059015,0,1,0,3
3,3059015,4,0,2,2
1,3059016,0,2,0,5
2,3059016,3,2,2,2
4,3059016,2,1,2,2
5,3059016,4,1,3,0
2,3059017,1,1,0,2
3,3059017,2,3,0,3
4,3059017,0,3,0,5
2,3059018,0,1,0,3
4,3059018,4,0,2,2
5,3059018,2,1,2,1
1,3059019,0,1,5,0
2,3059019,1,1,0,1
3,3059019,1,1,0,1
4,3059019,0,1,5,0
3,3059020,1,2,2,1
5,3059020,1,2,2,1
2,3059021,1,1,0,1
3,3059021,2,1,5,0
4,3059021,2,1,5,0
1,3059022,0,0,3,0
2,3059022,0,2,0,2
3,3059022,3,0,0,3
5,3059022,1,0,0,1
1,3059023,2,1,5,0
3,3059023,2,4,0,3
4,3059023,1,2,0,2
5,3059023,0,0,0,1
1,3059024,2,3,0,2
2,3059024,3,2,3,0
1,3059025,4,0,0,5
2,3059025,3,1,0,3
3,3059025,5,2,0,4
5,3059025,1,3,2,1
1,3059026,2,0,2,1
2,3059026,3,0,2,2
3,3059026,2,0,2,1
4,3059026,5,0,2,4
5,3059026,0,2,0,3
3,3059027,2,1,0,1
5,3059027,2,2,3,0
1,3059028,2,0,2,1
3,3059028,1,2,0,2
1,3059029,3,1,5,0
4,3059029,3,2,2,1
1,3059030,2,1,5,0
2,3059030,0,1,0,2
3,3059030,1,0,3,0
4,3059030,2,0,2,1
5,3059030,1,0,3,0
1,3059031,5,0,2,4
2,3059031,1,1,0,1
3,3059031,5,0,2,4
4,3059031,4,2,2,1
1,3059032,1,1,0,1
2,3059032,4,2,0,3
4,3059032,1,2,3,0
1,3059033,2,2,0,1
2,3059033,1,1,0,1
3,3059033,4,0,2,3
4,3059033,0,1,0,2
5,3059033,4,2,2,1
2,3059034,0,2,0,3
3,3059034,2,1,3,0
4,3059034,0,1,0,2
5,3059034,0,2,0,3
1,3059035,2,1,2,2
3,3059035,3,3,0,3
4,3059035,0,2,0,5
5,3059035,0,1,0,4
1,3059036,3,2,2,1
2,3059036,0,1,0,3
3,3059036,2,2,0,2
4,3059036,0,1,0,3
5,3059036,5,0,2,3
1,3059037,2,1,0,4
2,3059037,1,1,0,3
3,3059037,1,1,0,3
4,3059037,1,1,0,3
5,3059037,2,2,0,3
1,3059038,1,1,0,1
2,3059038,2,0,2,1
3,3059038,2,1,5,0
4,3059038,2,2,0,1
5,3059038,2,2,0,1
4,3059039,1,0,0,1
1,3059040,2,1,0,2
3,3059040,2,1,0,2
4,3059040,2,2,0,1
5,3059040,2,4,2,1
2,3059041,0,1,0,2
4,3059041,3,0,2,2
5,3059041,3,4,0,2
1,3059042,1,1,0,1
2,3059042,1,2,5,0
3,3059042,3,1,0,3
4,3059042,1,2,5,0
5,3059042,1,3,2,1
1,3059043,1,1,0,1
3,3059043,5,1,2,3
4,3059043,2,1,5,0
5,3059043,0,0,0,1
1,3059044,1,5,0,4
2,3059044,1,1,3,0
1,3059045,1,2,0,2
2,3059045,1,2,0,2
3,3059045,0,1,0,2
4,3059045,0,1,0,2
2,3059046,3,2,0,1
4,3059046,1,2,0,1
5,3059046,0,1,0,1
1,3059047,1,3,0,2
3,3059047,2,0,0,2
4,3059047,2,1,0,1
5,3059047,0,3,0,3
2,3059048,4,1,0,3
3,3059048,5,1,0,4
4,3059048,2,0,0,2
5,3059048,1,3,0,2
2,3059049,1,1,0,1
3,3059049,3,4,0,2
5,3059049,0,4,0,5
1,3059050,0,2,0,3
3,3059050,0,1,0,2
4,3059050,1,1,0,1
1,3059051,4,2,3,0
2,3059051,2,2,0,2
3,3059051,2,3,0,3
4,3059051,2,0,3,0
5,3059051,0,1,0,3
1,3059052,1,2,0,6
2,3059052,0,2,0,7
3,3059052,0,2,0,7
1,3059053,1,4,0,3
3,3059053,2,2,3,0
5,3059053,1,0,0,1
1,3059054,2,0,2,1
2,3059054,1,0,5,0
3,3059054,0,3,0,4
4,3059054,0,1,0,2
5,3059054,1,2,0,2
1,3059055,1,3,2,1
2,3059055,0,1,2,2
4,3059055,0,1,2,2
5,3059055,3,1,0,5
1,3059056,1,0,5,0
2,3059056,2,1,3,0
3,3059056,2,1,3,0
4,3059056,2,4,0,3
2,3059057,3,1,0,5
3,3059057,5,0,0,8
4,3059057,1,2,2,2
5,3059057,3,3,0,3
2,3059058,4,4,0,3
3,3059058,4,1,3,0
4,3059058,0,0,0,3
5,3059058,0,0,0,3
1,3059059,3,0,2,2
2,3059059,2,0,2,1
3,3059059,2,2,0,1
4,3059059,2,0,2,1
2,3059060,0,1,0,2
3,3059060,2,3,0,2
4,3059060,2,2,0,1
5,3059060,2,2,0,1
1,3059061,2,0,2,1
2,3059061,0,0,0,3
3,3059061,1,1,0,3
4,3059061,2,2,0,3
5,3059061,0,1,0,4
1,3059062,2,0,0,2
2,3059062,2,0,0,2
4,3059062,0,0,3,0
5,3059062,0,1,0,1
1,3059063,3,4,0,1
2,3059063,2,2,3,0
4,3059063,1,0,0,1
5,3059063,1,2,0,1
1,3059064,2,0,0,2
2,3059064,2,1,0,1
3,3059064,1,2,0,1
1,3059065,1,1,0,1
2,3059065,1,2,3,0
3,3059065,1,3,2,1
4,3059065,1,2,3,0
3,3059066,3,1,3,0
4,3059066,0,0,0,2
5,3059066,1,2,0,3
1,3059067,1,2,0,2
2,3059067,1,1,0,1
4,3059067,1,0,5,0
5,3059067,1,0,5,0
1,3059068,2,2,0,1
3,3059068,0,0,0,1
4,3059068,0,2,0,3
5,3059068,1,0,3,0
1,3059069,1,0,3,0
2,3059069,1,0,3,0
3,3059069,1,1,0,1
4,3059069,4,0,2,3
5,3059069,2,2,0,1
3,3059070,1,2,0,1
4,3059070,3,1,0,2
5,3059070,3,1,0,2
1,3059071,0,4,0,4
3,3059071,3,1,0,2
4,3059071,2,1,0,1
1,3059072,2,2,0,1
2,3059072,1,0,5,0
3,3059072,1,3,0,3
4,3059072,1,2,0,2
5,3059072,0,3,0,4
1,3059073,0,1,0,2
2,3059073,2,1,5,0
3,3059073,1,0,3,0
4,3059073,1,2,0,2
5,3059073,2,1,5,0
1,3059074,1,0,0,2
3,3059074,4,4,0,1
4,3059074,4,2,0,3
5,3059074,3,0,0,4
2,3059075,1,1,3,0
3,3059075,3,1,0,2
4,3059075,0,2,0,2
5,3059075,3,1,0,2
1,3059076,0,0,3,0
2,3059076,2,1,0,1
3,3059076,3,0,0,3
1,3059077,1,2,0,2
5,3059077,1,1,0,1
2,3059078,2,1,0,2
3,3059078,3,1,0,3
4,3059078,2,2,0,1
5,3059078,0,2,2,1
1,3059079,1,2,2,2
4,3059079,3,1,0,5
5,3059079,1,0,0,4
1,3059080,0,1,,
2,3059080,2,1,,
3,3059080,4,0,,
4,3059080,2,3,,
5,3059080,1,0,,
1,3059081,0,1,,
2,3059081,0,1,,
3,3059081,0,0,,
5,3059081,0,3,,
2,3059082,0,2,,
3,3059082,1,1,,
4,3059082,1,2,,
5,3059082,0,1,,
1,3059083,0,0,,
2,3059083,2,3,,
3,3059083,0,0,,
1,3059084,0,2,,
2,3059084,6,1,,
4,3059084,2,0,,
2,3059085,1,5,,
4,3059085,4,3,,
1,3059086,0,1,,
2,3059086,1,4,,
3,3059086,0,1,,
4,3059086,3,2,,
5,3059086,4,1,,
1,3059087,3,1,,
2,3059087,1,1,,
4,3059087,1,1,,
1,3059088,1,0,,
3,3059088,1,3,,
4,3059088,0,1,,
5,3059088,0,1,,
2,3059089,0,0,,
4,3059089,1,2,,
1,3059090,3,1,,
2,3059090,3,1,,
4,3059090,2,1,,
5,3059090,1,2,,
1,3059091,2,1,,
2,3059091,1,2,,
4,3059091,1,1,,
5,3059091,2,2,,
1,3059092,1,0,,
2,3059092,2,0,,
3,3059092,0,1,,
5,3059092,1,0,,
1,3059093,2,0,,
3,3059093,2,0,,
4,3059093,0,2,,
5,3059093,3,1,,
1,3059094,1,2,,
2,3059094,2,2,,
3,3059094,1,0,,
4,3059094,1,1,,
5,3059094,1,2,,
1,3059095,1,1,,
2,3059095,1,3,,
3,3059095,2,1,,
1,3059096,0,0,,
2,3059096,0,3,,
3,3059096,2,1,,
4,3059096,0,1,,
5,3059096,3,1,,
3,3059097,3,0,,
5,3059097,3,2,,
2,3059098,2,1,,
3,3059098,2,0,,
4,3059098,3,0,,
1,3059099,1,1,,
3,3059099,3,1,,
5,3059099,1,1,,
1,3059100,4,0,,
2,3059100,0,2,,
3,3059100,1,2,,
4,3059100,1,0,,
5,3059100,1,0,,
1,3059101,0,0,,
2,3059101,0,1,,
3,3059101,0,0,,
4,3059101,1,1,,
5,3059101,0,1,,
2,3059102,3,1,,
5,3059102,2,2,,
1,3059103,1,1,,
3,3059103,0,2,,
4,3059103,2,2,,
1,3059104,3,0,,
2,3059104,1,2,,
5,3059104,1,0,,
1,3059105,2,1,,
2,3059105,2,2,,
3,3059105,4,3,,
4,3059105,3,0,,
5,3059105,1,2,,
1,3059106,0,2,,
2,3059106,1,1,,
3,3059106,2,0,,
5,3059106,3,3,,
1,3059107,2,1,,
2,3059107,3,2,,
3,3059107,0,2,,
4,3059107,1,2,,
5,3059107,1,1,,
1,3059108,2,1,,
2,3059108,2,4,,
4,3059108,2,1,,
5,3059108,3,1,,
1,3059109,2,2,,
3,3059109,1,0,,
5,3059109,4,0,,
2,3059110,0,1,,
4,3059110,1,0,,
5,3059110,1,1,,
1,3059111,0,0,,
3,3059111,0,4,,
4,3059111,4,0,,
5,3059111,1,4,,
1,3059112,0,5,,
3,3059112,2,0,,
4,3059112,1,2,,
3,3059113,1,0,,
5,3059113,1,0,,
1,3059114,0,2,,
2,3059114,2,0,,
3,3059114,3,0,,
4,3059114,0,2,,
5,3059114,1,1,,
1,3059115,1,0,,
2,3059115,1,1,,
3,3059115,1,1,,
4,3059115,0,0,,
1,3059116,0,2,,
2,3059116,3,2,,
3,3059116,1,1,,
4,3059116,2,1,,
5,3059116,3,4,,
2,3059117,1,4,,
3,3059117,0,0,,
4,3059117,0,2,,
1,3059118,1,1,,
2,3059118,0,3,,
3,3059118,3,2,,
4,3059118,1,2,,
5,3059118,1,2,,
1,3059119,2,0,,
2,3059119,2,2,,
3,3059119,4,1,,
4,3059119,2,1,,
5,3059119,2,2,,
1,3059120,1,1,,
2,3059120,2,1,,
4,3059120,2,0,,
5,3059120,1,1,,
1,3059121,1,4,,
2,3059121,1,1,,
4,3059121,3,3,,
1,3059122,4,0,,
3,3059122,1,2,,
4,3059122,2,1,,
5,3059122,0,3,,
4,3059123,3,2,,
2,3059124,3,4,,
3,3059124,2,1,,
5,3059124,0,1,,
1,3059125,1,1,,
3,3059125,1,0,,
4,3059125,0,0,,
5,3059125,2,2,,
1,3059126,0,0,,
2,3059126,1,2,,
3,3059126,1,1,,
5,3059126,1,1,,
1,3059127,1,0,,
3,3059127,1,2,,
4,3059127,1,1,,
5,3059127,1,0,,
1,3059128,2,2,,
3,3059128,4,0,,
4,3059128,1,1,,
5,3059128,2,4,,
1,3059129,2,1,,
3,3059129,2,2,,
4,3059129,1,0,,
5,3059129,1,4,,
2,3059130,2,0,,
3,3059130,2,0,,
1,3059131,1,1,,
3,3059131,2,0,,
4,3059131,0,0,,
1,3059132,3,2,,
2,3059132,2,0,,
3,3059132,1,1,,
4,3059132,1,2,,
1,3059133,1,0,,
2,3059133,0,1,,
3,3059133,0,3,,
4,3059133,4,0,,
5,3059133,0,3,,
2,3059134,0,2,,
4,3059134,0,0,,
5,3059134,1,0,,
1,3059135,1,0,,
2,3059135,0,0,,
3,3059135,4,0,,
1,3059136,0,0,,
2,3059136,3,3,,
3,3059136,1,0,,
4,3059136,1,0,,
5,3059136,1,1,,
1,3059137,1,1,,
3,3059137,5,1,,
4,3059137,2,3,,
5,3059137,0,3,,
2,3059138,3,1,,
3,3059138,0,2,,
4,3059138,4,0,,
5,3059138,2,2,,
1,3059139,3,0,,
3,3059139,0,3,,
4,3059139,0,1,,
5,3059139,1,0,,
1,3059140,1,1,,
2,3059140,0,0,,
4,3059140,0,1,,
5,3059140,1,1,,
1,3059141,1,2,,
3,3059141,0,2,,
4,3059141,2,0,,
5,3059141,3,5,,
1,3059142,1,2,,
2,3059142,2,1,,
3,3059142,1,0,,
4,3059142,0,2,,
5,3059142,2,3,,
2,3059143,1,0,,
3,3059143,1,2,,
4,3059143,3,1,,
5,3059143,3,1,,
1,3059144,0,0,,
2,3059144,2,1,,
3,3059144,3,0,,
4,3059144,0,0,,
5,3059144,2,2,,
1,3059145,0,0,,
2,3059145,1,0,,
5,3059145,0,4,,
1,3059146,1,2,,
2,3059146,0,1,,
4,3059146,3,2,,
1,3059147,2,0,,
2,3059147,3,1,,
3,3059147,0,2,,
4,3059147,1,0,,
5,3059147,2,4,,
1,3059148,1,4,,
2,3059148,2,0,,
3,3059148,0,1,,
4,3059148,1,3,,
5,3059148,0,1,,
1,3059149,0,2,,
2,3059149,4,3,,
3,3059149,3,1,,
4,3059149,2,0,,
1,3059150,1,0,,
2,3059150,1,2,,
3,3059150,3,0,,
4,3059150,3,1,,
5,3059150,3,4,,
1,3059151,0,2,,
2,3059151,0,3,,
3,3059151,0,2,,
5,3059151,0,3,,
1,3059152,2,2,,
2,3059152,1,1,,
3,3059152,2,2,,
4,3059152,1,0,,
1,3059153,2,0,,
